 	Area	Mean	Min	Max	X	Y	XM	YM	Perim.	BX	BY	Width	Height	Major	Minor	Angle	Circ.	AR	Round	Solidity
225	10	255	255	255	200.100	147	200.100	147	11.314	198	145	4	4	3.970	3.207	6.524E-14	0.982	1.238	0.808	0.769
226	20	255	255	255	271.200	147.150	271.200	147.150	15.899	268	145	6	4	6.180	4.121	178.138	0.994	1.500	0.667	0.909
227	4	255	255	255	73	146.750	73	146.750	9.071	71	146	4	2	3.969	1.283	17.609	0.611	3.093	0.323	0.667
228	15	255	255	255	102.967	148.700	102.967	148.700	16.142	100	146	6	5	6.523	2.928	145.373	0.723	2.228	0.449	0.714
229	2	255	255	255	69	147.500	69	147.500	4.243	68	147	2	1	2.257	1.128	0	1	2	0.500	1
230	1	255	255	255	95.500	147.500	95.500	147.500	2.828	95	147	1	1	1.128	1.128	0	1	1	1.000	1
231	4	255	255	255	117	149	117	149	5.657	116	148	2	2	2.257	2.257	0	1	1	1.000	1
232	38	255	255	255	122.763	152	122.763	152	21.556	120	148	6	8	7.657	6.319	90.000	1	1.212	0.825	0.905
233	1	255	255	255	284.500	148.500	284.500	148.500	2.828	284	148	1	1	1.128	1.128	0	1	1	1.000	1
234	5	255	255	255	18.100	150.300	18.100	150.300	9.071	16	149	4	2	3.732	1.706	5.152	0.764	2.188	0.457	0.769
235	10	255	255	255	150.200	151.800	150.200	151.800	11.314	148	150	4	4	3.975	3.203	135.000	0.982	1.241	0.806	0.800
236	24	255	255	255	82.542	153.542	82.542	153.542	18.142	79	151	7	5	7.690	3.974	155.771	0.916	1.935	0.517	0.842
237	21	255	255	255	142.214	154.071	142.214	154.071	17.314	140	151	5	6	6.846	3.906	63.694	0.880	1.753	0.571	0.857
238	6	255	255	255	178.500	154	178.500	154	7.657	177	153	3	2	3.385	2.257	0	1	1.500	0.667	1
239	15	255	255	255	331.033	155.633	331.033	155.633	13.314	329	153	4	5	4.640	4.116	75.964	1	1.127	0.887	0.857
240	1	255	255	255	17.500	154.500	17.500	154.500	2.828	17	154	1	1	1.128	1.128	0	1	1	1.000	1
241	3	255	255	255	385.833	155.833	385.833	155.833	5.657	385	155	2	2	2.365	1.615	45.000	1	1.464	0.683	0.857
242	3	255	255	255	49.833	157.167	49.833	157.167	5.657	49	156	2	2	2.365	1.615	135.000	1	1.464	0.683	0.857
243	60	255	255	255	319.383	162.317	319.383	162.317	31.799	315	156	8	11	10.875	7.025	68.082	0.746	1.548	0.646	0.845
244	3	255	255	255	195.833	157.833	195.833	157.833	5.657	195	157	2	2	2.365	1.615	45.000	1	1.464	0.683	0.857
245	1	255	255	255	326.500	157.500	326.500	157.500	2.828	326	157	1	1	1.128	1.128	0	1	1	1.000	1
246	5	255	255	255	351.900	158.700	351.900	158.700	7.657	351	157	2	3	3.144	2.025	108.435	1	1.553	0.644	0.909
247	49	255	255	255	85.092	163.786	85.092	163.786	31.213	82	158	7	12	12.700	4.913	105.172	0.632	2.585	0.387	0.790
248	1	255	255	255	150.500	158.500	150.500	158.500	2.828	150	158	1	1	1.128	1.128	0	1	1	1.000	1
249	21	255	255	255	172.833	161.643	172.833	161.643	17.314	171	158	4	7	6.633	4.031	93.012	0.880	1.646	0.608	0.875
250	8	255	255	255	190.625	160.375	190.625	160.375	9.071	189	159	3	3	3.538	2.879	135.000	1	1.229	0.814	0.941
251	18	255	255	255	12.333	162.889	12.333	162.889	15.314	10	160	5	5	5.650	4.057	138.456	0.965	1.393	0.718	0.857
252	8	255	255	255	186	161.375	186	161.375	9.899	184	160	4	3	3.651	2.790	145.278	1	1.308	0.764	0.800
253	8	255	255	255	309	161.500	309	161.500	9.899	307	160	4	3	3.489	2.919	0	1	1.195	0.837	0.800
254	8	255	255	255	345.625	161.375	345.625	161.375	9.071	344	160	3	3	3.538	2.879	135.000	1	1.229	0.814	0.941
255	3	255	255	255	260.167	162.167	260.167	162.167	5.657	259	161	2	2	2.365	1.615	45.000	1	1.464	0.683	0.857
256	9	255	255	255	304.278	163.167	304.278	163.167	10.485	303	161	3	4	3.685	3.109	97.628	1	1.185	0.844	0.857
257	15	255	255	255	366.367	163.033	366.367	163.033	13.314	364	161	5	4	4.640	4.116	165.964	1	1.127	0.887	0.857
258	1	255	255	255	1.500	163.500	1.500	163.500	2.828	1	163	1	1	1.128	1.128	0	1	1	1.000	1
259	2	255	255	255	290.500	164	290.500	164	4.828	290	163	1	2	2.257	1.128	90	1	2	0.500	1
260	13	255	255	255	394.808	164.500	394.808	164.500	13.071	392	163	5	3	5.067	3.267	0	0.956	1.551	0.645	0.929
261	4	255	255	255	48	165	48	165	5.657	47	164	2	2	2.257	2.257	0	1	1	1.000	1
262	6	255	255	255	278.500	165	278.500	165	7.657	277	164	3	2	3.385	2.257	0	1	1.500	0.667	1
263	2	255	255	255	34	165.500	34	165.500	4.243	33	165	2	1	2.257	1.128	0	1	2	0.500	1
264	2	255	255	255	108	165.500	108	165.500	4.243	107	165	2	1	2.257	1.128	0	1	2	0.500	1
265	18	255	255	255	178.389	167.056	178.389	167.056	15.314	176	165	5	5	5.105	4.489	149.089	0.965	1.137	0.879	0.878
266	19	255	255	255	210.553	167.553	210.553	167.553	14.728	208	165	5	5	5.249	4.609	134.999	1	1.139	0.878	0.864
267	1	255	255	255	247.500	165.500	247.500	165.500	2.828	247	165	1	1	1.128	1.128	0	1	1	1.000	1
268	15	255	255	255	190.100	168.100	190.100	168.100	13.071	188	166	4	4	4.659	4.099	45.001	1	1.137	0.880	0.968
269	1	255	255	255	237.500	167.500	237.500	167.500	2.828	237	167	1	1	1.128	1.128	0	1	1	1.000	1
270	4	255	255	255	45.500	169	45.500	169	7.071	44	168	3	2	3.216	1.583	31.717	1	2.031	0.492	0.800
271	1	255	255	255	163.500	168.500	163.500	168.500	2.828	163	168	1	1	1.128	1.128	0	1	1	1.000	1
272	109	255	255	255	362.142	175.151	362.142	175.151	42.870	356	168	11	15	14.166	9.797	111.575	0.745	1.446	0.692	0.848
273	13	255	255	255	139.885	171.115	139.885	171.115	11.899	138	169	4	4	4.380	3.779	45.000	1	1.159	0.863	0.897
274	2	255	255	255	127	170.500	127	170.500	4.243	126	170	2	1	2.257	1.128	0	1	2	0.500	1
275	9	255	255	255	318.167	171.389	318.167	171.389	10.485	316	170	4	3	3.919	2.924	20.301	1	1.340	0.746	0.857
276	14	255	255	255	220.214	173	220.214	173	12.485	218	171	4	4	4.264	4.181	90.000	1	1.020	0.981	0.933
277	7	255	255	255	132.786	173.500	132.786	173.500	9.071	131	172	3	3	3.086	2.888	90.000	1	1.069	0.936	0.875
278	2	255	255	255	167	172.500	167	172.500	4.243	166	172	2	1	2.257	1.128	0	1	2	0.500	1
279	4	255	255	255	164	176	164	176	5.657	163	175	2	2	2.257	2.257	0	1	1	1.000	1
280	12	255	255	255	1.333	179.667	1.333	179.667	12.485	0	177	3	5	4.738	3.225	91.907	0.967	1.469	0.681	0.889
281	2	255	255	255	150.500	178	150.500	178	4.828	150	177	1	2	2.257	1.128	90	1	2	0.500	1
282	1	255	255	255	296.500	177.500	296.500	177.500	2.828	296	177	1	1	1.128	1.128	0	1	1	1.000	1
283	34	255	255	255	327.676	179.471	327.676	179.471	25.799	324	177	9	6	8.770	4.936	10.836	0.642	1.777	0.563	0.791
284	24	255	255	255	113.833	182.625	113.833	182.625	16.728	111	180	6	5	6.111	5.001	160.395	1	1.222	0.818	0.906
285	5	255	255	255	303.100	181.300	303.100	181.300	7.657	302	180	2	3	3.144	2.025	108.435	1	1.553	0.644	0.909
286	4	255	255	255	61	182	61	182	5.657	60	181	2	2	2.257	2.257	0	1	1	1.000	1
287	21	255	255	255	261.690	184.357	261.690	184.357	15.899	259	182	5	5	5.328	5.018	69.699	1	1.062	0.942	0.913
288	2	255	255	255	0.500	184	0.500	184	4.828	0	183	1	2	2.257	1.128	90	1	2	0.500	1
289	3	255	255	255	120.833	183.833	120.833	183.833	5.657	120	183	2	2	2.365	1.615	45.000	1	1.464	0.683	0.857
290	6	255	255	255	294.500	184	294.500	184	7.657	293	183	3	2	3.385	2.257	0	1	1.500	0.667	1
291	5	255	255	255	3.900	185.700	3.900	185.700	7.657	3	184	2	3	3.144	2.025	108.435	1	1.553	0.644	0.909
292	25	255	255	255	184.740	188.020	184.740	188.020	18.142	182	185	6	6	7.259	4.385	42.723	0.954	1.655	0.604	0.877
293	2	255	255	255	200	185.500	200	185.500	4.243	199	185	2	1	2.257	1.128	0	1	2	0.500	1
294	7	255	255	255	65.500	187.500	65.500	187.500	8.485	64	186	3	3	3.772	2.363	135.000	1	1.596	0.626	0.875
295	57	255	255	255	177.272	192.009	177.272	192.009	38.284	172	187	9	12	12.115	5.991	102.667	0.489	2.022	0.494	0.704
296	5	255	255	255	24.300	189.500	24.300	189.500	8.485	23	188	3	3	3.086	2.063	145.901	0.873	1.496	0.668	0.714
297	2	255	255	255	279.500	189	279.500	189	4.828	279	188	1	2	2.257	1.128	90	1	2	0.500	1
298	12	255	255	255	79.833	191.250	79.833	191.250	15.314	77	189	6	4	6.479	2.358	161.127	0.643	2.747	0.364	0.686
299	1	255	255	255	268.500	189.500	268.500	189.500	2.828	268	189	1	1	1.128	1.128	0	1	1	1.000	1
300	4	255	255	255	360	190	360	190	5.657	359	189	2	2	2.257	2.257	0	1	1	1.000	1
301	2	255	255	255	55.500	191	55.500	191	4.828	55	190	1	2	2.257	1.128	90	1	2	0.500	1
302	1	255	255	255	144.500	191.500	144.500	191.500	2.828	144	191	1	1	1.128	1.128	0	1	1	1.000	1
303	2	255	255	255	286	191.500	286	191.500	4.243	285	191	2	1	2.257	1.128	0	1	2	0.500	1
304	1	255	255	255	88.500	192.500	88.500	192.500	2.828	88	192	1	1	1.128	1.128	0	1	1	1.000	1
305	2	255	255	255	261.500	193	261.500	193	4.828	261	192	1	2	2.257	1.128	90	1	2	0.500	1
306	20	255	255	255	302.750	194.450	302.750	194.450	15.314	300	192	5	5	5.713	4.457	132.920	1	1.282	0.780	0.909
307	2	255	255	255	308	192.500	308	192.500	4.243	307	192	2	1	2.257	1.128	0	1	2	0.500	1
308	19	255	255	255	390.079	195.553	390.079	195.553	17.314	388	192	4	7	6.573	3.681	72.544	0.796	1.786	0.560	0.844
309	1	255	255	255	58.500	193.500	58.500	193.500	2.828	58	193	1	1	1.128	1.128	0	1	1	1.000	1
310	1	255	255	255	144.500	193.500	144.500	193.500	2.828	144	193	1	1	1.128	1.128	0	1	1	1.000	1
311	1	255	255	255	146.500	193.500	146.500	193.500	2.828	146	193	1	1	1.128	1.128	0	1	1	1.000	1
312	13	255	255	255	212.731	195.423	212.731	195.423	13.314	211	193	4	5	5.172	3.200	112.291	0.922	1.616	0.619	0.812
313	2	255	255	255	270.500	195	270.500	195	4.828	270	194	1	2	2.257	1.128	90	1	2	0.500	1
314	4	255	255	255	143	196	143	196	5.657	142	195	2	2	2.257	2.257	0	1	1	1.000	1
315	4	255	255	255	332.250	196.500	332.250	196.500	7.657	331	195	2	3	2.734	1.863	90.000	0.857	1.468	0.681	0.800
316	11	255	255	255	237.500	198.773	237.500	198.773	12.485	236	196	3	5	4.900	2.859	74.745	0.887	1.714	0.583	0.846
317	9	255	255	255	375.500	197.500	375.500	197.500	9.657	374	196	3	3	3.385	3.385	0	1	1	1	1
318	18	255	255	255	73.389	200.056	73.389	200.056	15.314	71	198	5	5	5.105	4.489	149.089	0.965	1.137	0.879	0.878
319	3	255	255	255	116.833	199.167	116.833	199.167	5.657	116	198	2	2	2.365	1.615	135.000	1	1.464	0.683	0.857
320	1	255	255	255	186.500	198.500	186.500	198.500	2.828	186	198	1	1	1.128	1.128	0	1	1	1.000	1
321	4	255	255	255	399	199	399	199	5.657	398	198	2	2	2.257	2.257	0	1	1	1.000	1
322	17	255	255	255	404.088	200.382	404.088	200.382	13.899	402	198	4	5	5.229	4.140	74.828	1	1.263	0.792	0.919
323	5	255	255	255	134.300	200.900	134.300	200.900	7.071	133	200	3	2	3.144	2.025	18.435	1	1.553	0.644	0.909
324	9	255	255	255	285.167	201.500	285.167	201.500	10.485	283	200	4	3	4.204	2.726	144.217	1	1.542	0.648	0.857
325	3	255	255	255	296.500	203.500	296.500	203.500	6.828	296	202	1	3	3.385	1.128	90	0.809	3	0.333	1
326	1	255	255	255	3.500	203.500	3.500	203.500	2.828	3	203	1	1	1.128	1.128	0	1	1	1.000	1
327	7	255	255	255	240.357	204.786	240.357	204.786	9.071	239	203	3	3	3.507	2.542	149.527	1	1.380	0.725	0.875
328	5	255	255	255	179.500	205.500	179.500	205.500	8.485	178	204	3	3	2.523	2.523	0	0.873	1	1.000	0.714
329	12	255	255	255	245.083	206.250	245.083	206.250	11.899	243	204	4	4	4.424	3.453	147.933	1	1.281	0.780	0.857
330	13	255	255	255	351.962	206.346	351.962	206.346	12.485	350	204	4	4	4.359	3.797	166.224	1	1.148	0.871	0.897
331	4	255	255	255	382	205	382	205	5.657	381	204	2	2	2.257	2.257	0	1	1	1.000	1
332	2	255	255	255	232.500	206	232.500	206	4.828	232	205	1	2	2.257	1.128	90	1	2	0.500	1
333	9	255	255	255	262.500	206.500	262.500	206.500	9.657	261	205	3	3	3.385	3.385	0	1	1	1	1
334	1	255	255	255	29.500	206.500	29.500	206.500	2.828	29	206	1	1	1.128	1.128	0	1	1	1.000	1
335	5	255	255	255	119.700	206.900	119.700	206.900	7.657	118	206	3	2	3.144	2.025	161.565	1	1.553	0.644	0.909
336	9	255	255	255	140.500	207.500	140.500	207.500	9.657	139	206	3	3	3.385	3.385	0	1	1	1	1
337	17	255	255	255	256.912	208.382	256.912	208.382	13.899	255	206	4	5	5.229	4.140	105.172	1	1.263	0.792	0.919
338	3	255	255	255	16.167	208.167	16.167	208.167	5.657	15	207	2	2	2.365	1.615	45.000	1	1.464	0.683	0.857
339	2	255	255	255	395	207.500	395	207.500	4.243	394	207	2	1	2.257	1.128	0	1	2	0.500	1
340	13	255	255	255	404.500	209.808	404.500	209.808	13.071	403	207	3	5	5.067	3.267	90.000	0.956	1.551	0.645	0.929
341	21	255	255	255	2.690	210.548	2.690	210.548	15.899	0	208	5	5	5.621	4.756	126.136	1	1.182	0.846	0.913
342	118	255	255	255	333.025	214.017	333.025	214.017	46.770	326	208	14	12	13.721	10.950	31.256	0.678	1.253	0.798	0.831
343	52	255	255	255	29.865	215.365	29.865	215.365	28.142	27	210	6	11	11.029	6.003	90.112	0.825	1.837	0.544	0.897
344	19	255	255	255	66.605	212.921	66.605	212.921	15.071	64	211	5	4	5.550	4.359	167.179	1	1.273	0.785	0.974
345	25	255	255	255	256.780	215.420	256.780	215.420	18.142	254	212	5	7	6.564	4.849	81.959	0.954	1.354	0.739	0.862
346	18	255	255	255	139.556	215.167	139.556	215.167	16.728	136	213	6	5	5.578	4.109	162.241	0.808	1.357	0.737	0.783
347	2	255	255	255	193.500	214	193.500	214	4.828	193	213	1	2	2.257	1.128	90	1	2	0.500	1
348	77	255	255	255	274.344	220.916	274.344	220.916	36.042	269	214	10	13	13.772	7.119	62.534	0.745	1.935	0.517	0.842
349	63	255	255	255	296.341	219.246	296.341	219.246	28.971	292	214	8	10	10.255	7.822	82.637	0.943	1.311	0.763	0.913
350	1	255	255	255	186.500	215.500	186.500	215.500	2.828	186	215	1	1	1.128	1.128	0	1	1	1.000	1
351	88	255	255	255	51.227	222.636	51.227	222.636	36.627	47	216	9	13	12.814	8.744	99.694	0.824	1.465	0.682	0.880
352	4	255	255	255	69	217	69	217	5.657	68	216	2	2	2.257	2.257	0	1	1	1.000	1
353	1	255	255	255	242.500	216.500	242.500	216.500	2.828	242	216	1	1	1.128	1.128	0	1	1	1.000	1
354	5	255	255	255	391.500	217.100	391.500	217.100	9.071	390	216	3	3	2.791	2.281	90.000	0.764	1.223	0.817	0.714
355	6	255	255	255	122	218.500	122	218.500	7.657	121	217	2	3	3.385	2.257	90.000	1	1.500	0.667	1
356	133	255	255	255	158.568	225.034	158.568	225.034	68.770	149	217	20	15	16.101	10.517	167.946	0.353	1.531	0.653	0.629
357	51	255	255	255	248.461	223.304	248.461	223.304	39.213	245	217	7	15	13.563	4.788	102.542	0.417	2.833	0.353	0.667
358	78	255	255	255	305.205	225.385	305.205	225.385	40.870	299	217	11	15	16.221	6.123	49.538	0.587	2.649	0.377	0.808
359	1	255	255	255	376.500	217.500	376.500	217.500	2.828	376	217	1	1	1.128	1.128	0	1	1	1.000	1
360	3	255	255	255	0.833	218.833	0.833	218.833	5.657	0	218	2	2	2.365	1.615	45.000	1	1.464	0.683	0.857
361	1	255	255	255	12.500	218.500	12.500	218.500	2.828	12	218	1	1	1.128	1.128	0	1	1	1.000	1
362	15	255	255	255	94.233	220.167	94.233	220.167	13.899	92	218	4	5	4.759	4.014	95.884	0.976	1.186	0.843	0.882
363	19	255	255	255	182.026	222.553	182.026	222.553	20.971	180	218	4	8	7.464	3.241	89.571	0.543	2.303	0.434	0.717
364	4	255	255	255	282	219	282	219	5.657	281	218	2	2	2.257	2.257	0	1	1	1.000	1
365	19	255	255	255	345.184	220.763	345.184	220.763	16.728	343	218	5	6	7.193	3.363	54.897	0.853	2.139	0.468	0.844
366	3	255	255	255	84.167	219.833	84.167	219.833	5.657	83	219	2	2	2.365	1.615	135.000	1	1.464	0.683	0.857
367	5	255	255	255	222.100	220.700	222.100	220.700	7.657	221	219	2	3	3.144	2.025	71.565	1	1.553	0.644	0.909
368	7	255	255	255	197.357	221.786	197.357	221.786	9.071	196	220	3	3	3.507	2.542	149.527	1	1.380	0.725	0.875
369	80	255	255	255	394.600	227.188	394.600	227.188	42.284	389	220	10	13	11.656	8.738	70.903	0.562	1.334	0.750	0.780
370	10	255	255	255	12.500	225.300	12.500	225.300	11.071	11	223	3	4	3.966	3.210	90.000	1	1.236	0.809	0.909
371	16	255	255	255	23.938	226	23.938	226	15.314	22	223	4	6	5.336	3.818	108.364	0.857	1.398	0.715	0.821
372	5	255	255	255	279.500	224.500	279.500	224.500	8.485	278	223	3	3	2.523	2.523	0	0.873	1	1.000	0.714
373	5	255	255	255	376.700	224.100	376.700	224.100	7.657	375	223	3	2	3.144	2.025	18.435	1	1.553	0.644	0.909
374	1	255	255	255	369.500	224.500	369.500	224.500	2.828	369	224	1	1	1.128	1.128	0	1	1	1.000	1
375	6	255	255	255	148	226.500	148	226.500	7.657	147	225	2	3	3.385	2.257	90.000	1	1.500	0.667	1
376	2	255	255	255	197	225.500	197	225.500	4.243	196	225	2	1	2.257	1.128	0	1	2	0.500	1
377	4	255	255	255	350	226	350	226	5.657	349	225	2	2	2.257	2.257	0	1	1	1.000	1
378	23	255	255	255	37.457	228.978	37.457	228.978	17.899	35	226	5	6	6.258	4.679	118.610	0.902	1.337	0.748	0.868
379	10	255	255	255	338.500	228.300	338.500	228.300	11.071	337	226	3	4	3.966	3.210	90.000	1	1.236	0.809	0.909
380	53	255	255	255	288.047	232.066	288.047	232.066	25.556	284	228	8	8	8.381	8.052	125.538	1	1.041	0.961	0.930
381	44	255	255	255	192.068	232.045	192.068	232.045	27.314	187	229	10	6	10.339	5.418	179.666	0.741	1.908	0.524	0.846
382	10	255	255	255	404	230.300	404	230.300	10.485	402	229	4	3	4.111	3.097	2.596E-14	1	1.327	0.753	0.909
383	4	255	255	255	378.250	231.250	378.250	231.250	7.657	377	230	3	2	3.192	1.596	161.565	0.857	2.000	0.500	0.800
384	2	255	255	255	345	231.500	345	231.500	4.243	344	231	2	1	2.257	1.128	0	1	2	0.500	1
385	20	255	255	255	367.650	233.800	367.650	233.800	16.142	365	231	5	6	5.534	4.601	63.988	0.965	1.203	0.831	0.851
386	25	255	255	255	43.500	235.580	43.500	235.580	19.314	41	232	5	7	7.423	4.288	97.485	0.842	1.731	0.578	0.833
387	4	255	255	255	79.250	233.500	79.250	233.500	7.657	78	232	2	3	2.734	1.863	90.000	0.857	1.468	0.681	0.800
388	10	255	255	255	61.700	234.500	61.700	234.500	13.899	59	233	5	4	4.940	2.577	142.210	0.650	1.917	0.522	0.714
389	25	255	255	255	73.260	237.020	73.260	237.020	20.142	71	233	5	8	7.401	4.301	108.619	0.774	1.721	0.581	0.833
390	18	255	255	255	301.556	235.278	301.556	235.278	15.314	299	233	5	5	5.785	3.961	126.608	0.965	1.460	0.685	0.857
391	41	255	255	255	380.378	236.451	380.378	236.451	25.556	376	233	9	7	9.210	5.668	14.029	0.789	1.625	0.615	0.812
392	13	255	255	255	404.115	236.577	404.115	236.577	13.314	402	234	4	5	4.616	3.586	52.161	0.922	1.287	0.777	0.812
393	16	255	255	255	187.625	237.188	187.625	237.188	14.728	185	235	5	5	4.683	4.350	60.767	0.927	1.076	0.929	0.821
394	13	255	255	255	256.654	236.962	256.654	236.962	12.485	255	235	4	4	4.359	3.797	76.224	1	1.148	0.871	0.897
395	4	255	255	255	98	239	98	239	5.657	97	238	2	2	2.257	2.257	0	1	1	1.000	1
396	39	255	255	255	206.833	241.756	206.833	241.756	24.142	203	238	8	7	7.551	6.576	167.615	0.841	1.148	0.871	0.839
397	2	255	255	255	246	238.500	246	238.500	4.243	245	238	2	1	2.257	1.128	0	1	2	0.500	1
398	4	255	255	255	315	239	315	239	5.657	314	238	2	2	2.257	2.257	0	1	1	1.000	1
399	43	255	255	255	13.988	243.384	13.988	243.384	27.213	10	239	8	9	9.393	5.829	127.739	0.730	1.612	0.621	0.819
400	30	255	255	255	278.633	242.900	278.633	242.900	20.728	276	239	5	8	8.606	4.438	72.240	0.877	1.939	0.516	0.882
401	27	255	255	255	325.204	242.056	325.204	242.056	18.728	322	239	6	6	6.811	5.047	135.748	0.967	1.349	0.741	0.885
402	3	255	255	255	79.167	240.833	79.167	240.833	5.657	78	240	2	2	2.365	1.615	135.000	1	1.464	0.683	0.857
403	12	255	255	255	88	242	88	242	11.314	86	240	4	4	3.909	3.909	0	1	1	1	0.857
404	4	255	255	255	227	241	227	241	5.657	226	240	2	2	2.257	2.257	0	1	1	1.000	1
405	1	255	255	255	250.500	240.500	250.500	240.500	2.828	250	240	1	1	1.128	1.128	0	1	1	1.000	1
406	3	255	255	255	352.167	241.167	352.167	241.167	5.657	351	240	2	2	2.365	1.615	45.000	1	1.464	0.683	0.857
407	1	255	255	255	376.500	240.500	376.500	240.500	2.828	376	240	1	1	1.128	1.128	0	1	1	1.000	1
408	12	255	255	255	347	242.500	347	242.500	11.657	345	241	4	3	4.514	3.385	0	1	1.333	0.750	1
409	2	255	255	255	42	242.500	42	242.500	4.243	41	242	2	1	2.257	1.128	0	1	2	0.500	1
410	73	255	255	255	159.596	247.596	159.596	247.596	30.728	155	243	9	9	9.720	9.563	87.261	0.972	1.016	0.984	0.954
411	6	255	255	255	194.333	245.667	194.333	245.667	8.485	193	244	3	3	3.140	2.433	45.000	1	1.291	0.775	0.800
412	20	255	255	255	399.550	246.650	399.550	246.650	16.728	397	244	5	6	5.803	4.388	112.605	0.898	1.323	0.756	0.816
413	8	255	255	255	57.375	246.375	57.375	246.375	9.071	56	245	3	3	3.538	2.879	45.000	1	1.229	0.814	0.941
414	13	255	255	255	137.038	247.962	137.038	247.962	13.899	135	245	4	5	4.903	3.376	66.697	0.846	1.453	0.688	0.812
415	1	255	255	255	263.500	245.500	263.500	245.500	2.828	263	245	1	1	1.128	1.128	0	1	1	1.000	1
416	64	255	255	255	180.547	250.531	180.547	250.531	36.385	173	246	14	8	14.371	5.670	14.089	0.608	2.534	0.395	0.757
417	4	255	255	255	115	248	115	248	5.657	114	247	2	2	2.257	2.257	0	1	1	1.000	1
418	6	255	255	255	378.667	248.333	378.667	248.333	8.485	377	247	3	3	3.140	2.433	45.000	1	1.291	0.775	0.800
419	9	255	255	255	321.500	249.500	321.500	249.500	9.657	320	248	3	3	3.385	3.385	0	1	1	1	1
420	13	255	255	255	148.885	252.038	148.885	252.038	15.314	147	249	4	6	5.839	2.835	69.860	0.697	2.060	0.486	0.743
421	18	255	255	255	268.889	252.222	268.889	252.222	15.314	267	249	4	6	5.698	4.022	102.236	0.965	1.416	0.706	0.878
422	8	255	255	255	334.375	250.375	334.375	250.375	9.071	333	249	3	3	3.538	2.879	45.000	1	1.229	0.814	0.941
423	55	255	255	255	357.773	254.518	357.773	254.518	28.627	353	249	9	10	9.711	7.211	48.293	0.843	1.347	0.743	0.821
424	18	255	255	255	404.444	252.111	404.444	252.111	17.314	402	249	4	7	6.950	3.298	105.279	0.755	2.107	0.475	0.837
425	19	255	255	255	4.132	252.395	4.132	252.395	18.142	1	250	6	5	7.052	3.431	29.822	0.725	2.056	0.486	0.792
426	14	255	255	255	126	252	126	252	12.485	124	250	4	4	4.849	3.676	45.000	1	1.319	0.758	0.933
427	45	255	255	255	252.233	252.922	252.233	252.922	25.799	247	250	10	7	8.825	6.493	174.093	0.850	1.359	0.736	0.857
428	4	255	255	255	53	252	53	252	5.657	52	251	2	2	2.257	2.257	0	1	1	1.000	1
429	2	255	255	255	120.500	252	120.500	252	4.828	120	251	1	2	2.257	1.128	90	1	2	0.500	1
430	4	255	255	255	302	253	302	253	5.657	301	252	2	2	2.257	2.257	0	1	1	1.000	1
431	68	255	255	255	371.912	257.441	371.912	257.441	31.213	367	252	9	10	10.382	8.340	90.557	0.877	1.245	0.803	0.889
432	14	255	255	255	101	254.786	101	254.786	12.485	99	253	4	4	4.264	4.181	2.771E-13	1	1.020	0.981	0.933
433	14	255	255	255	397.500	255	397.500	255	13.314	395	253	5	4	4.482	3.977	138.563	0.993	1.127	0.887	0.824
434	8	255	255	255	143.625	255.375	143.625	255.375	9.071	142	254	3	3	3.538	2.879	135.000	1	1.229	0.814	0.941
435	58	255	255	255	208.207	258.707	208.207	258.707	28.042	203	254	10	9	9.551	7.732	140.533	0.927	1.235	0.810	0.879
436	10	255	255	255	307	255.300	307	255.300	10.485	305	254	4	3	4.111	3.097	2.596E-14	1	1.327	0.753	0.909
437	5	255	255	255	311.700	255.100	311.700	255.100	7.657	310	254	3	2	3.144	2.025	18.435	1	1.553	0.644	0.909
438	8	255	255	255	130.375	256.625	130.375	256.625	9.071	129	255	3	3	3.538	2.879	135.000	1	1.229	0.814	0.941
439	58	255	255	255	234.690	259.569	234.690	259.569	29.799	230	255	9	10	9.306	7.935	142.945	0.821	1.173	0.853	0.841
440	41	255	255	255	331.354	260.866	331.354	260.866	27.799	328	255	7	10	8.635	6.046	80.906	0.667	1.428	0.700	0.766
441	9	255	255	255	381.056	257.056	381.056	257.056	11.314	379	255	4	4	5.269	2.175	45.000	0.884	2.423	0.413	0.750
442	10	255	255	255	393.200	256.800	393.200	256.800	11.314	391	255	4	4	3.975	3.203	135.000	0.982	1.241	0.806	0.800
443	15	255	255	255	20.900	258.100	20.900	258.100	13.071	19	256	4	4	4.659	4.099	135.000	1	1.137	0.880	0.968
444	1	255	255	255	347.500	256.500	347.500	256.500	2.828	347	256	1	1	1.128	1.128	0	1	1	1.000	1
445	2	255	255	255	107.500	258	107.500	258	4.828	107	257	1	2	2.257	1.128	90	1	2	0.500	1
446	20	255	255	255	139.250	259.450	139.250	259.450	15.314	137	257	5	5	5.713	4.457	47.080	1	1.282	0.780	0.909
447	5	255	255	255	173.100	258.700	173.100	258.700	7.657	172	257	2	3	3.144	2.025	71.565	1	1.553	0.644	0.909
448	3	255	255	255	284.833	258.167	284.833	258.167	5.657	284	257	2	2	2.365	1.615	135.000	1	1.464	0.683	0.857
449	14	255	255	255	118.786	260	118.786	260	12.485	117	258	4	4	4.264	4.181	90.000	1	1.020	0.981	0.933
450	200	255	255	255	351.960	271.890	351.960	271.890	87.497	337	261	26	19	22.656	11.240	24.938	0.328	2.016	0.496	0.598
451	14	255	255	255	98.429	264.357	98.429	264.357	13.071	97	262	3	5	5.443	3.275	82.839	1	1.662	0.602	0.966
